Series Number,Filename,Name,Description,Gender,Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strrength. Weakness,UUID,sha256
402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,female," Hair: Orange bun, Eyes: Closed, Skin Colour: Caramel, Expression: Unethusiastic, Clothing: Ankara mixed with black material dress, Strength: Fashion, Weakness: Shy",66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,c3a0cb9ff98bb07fb9c3e73bf305ffda4dee7c6503b25de2b617cf8ed0e6f6cf
403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!,female,"Hair: Purple dreadlocks, Eyes: Closed, Clothing: Blue one hand dress, Expression: Unfazed, Strength: Intellect, Weakness: Impatient",d1556c97-9075-49fc-8bde-1826bfc2dbe1,93f87527ddcc5dfdfd8cb337add97870184c3217c55c9b6f148adf092140ccdd
404,pretty-betty,pretty betty,Betty is always proud of her beauty.,female," Hair: Orange bob, Eyes: Closed,Clothing: Orange one hand ankara print, Expression: Stoic, Strength: Beauty, Weakness: Pride",6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,53aa2a3425d2c62c53f7bf217657ffbcd920f4ff540693871ac991ad09b1a06f
405,lola-medusa,lola medusa,Lola knows how to seduce every guys she is into.,female,"Hair: Long red braids, Eyes: Closed, Clothing: Geometric ankara print, Expression: Unfazed, Strength: Seduction, Weakness: Narcissism",32ec57f7-8272-4671-ad2d-db3dff99fe9f,a8d65ef723ae0064382ba3d77e7de752430a25840fd6f44e2e269ed9bbceb746
406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,female,"Hair: Brunette bob, Skin Colour: Dark brown",59d19b13-09e2-412e-a669-df020e03ae10,c2911b7c45e3850084f8341c253ca72fde3ca7ab40b4ac10778aa1d93fc19420
407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,female,"Hair: Two brunette buns, Skin colour: Dark brown, Accessories: Tobacco pipe",d08af477-de20-4780-8449-46b87840b9fa,c52cbe219df01f45e411d29432711e4d9bf9936c08f6bc48f113c742bfa3e88f
408,afro-star,afro star,Bimbo is an afro star with great affluence.,female,"Hair: Orange afro, Skin Colour: Caramel",40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,3a1566e4a2ea05fe2b205f20469e717f7551778d1e5cf8dc405e87c8fcdb8350
409,fiesty-sandra,fiesty sandra,"Sandra is a social animal, correct owambe ambassador.",female,"Hair: Brown bun, Accessories: Purple bubblegum",d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,fe9f6e9ac0cb8ffee3e38c20197337ae57b3de71ddd17d6e0a128c30583a3591
410,sister-nkechi-sabi,sister nkechi sabi,"Nkechi is the true definition of amebo, always in peoples business.",female,"Hair: Black low cut, Skin Colour: Brown",a728a380-1d33-4080-841d-80b041474d8f,cd09c4402ee7e75c71b2152125db0286e417f4187d46de83ea05712a78c533cf
411,unfriendly-gina,unfriendly gina,"Gina is an angry one, she has no friends but she has a lot of money.",female,"Hair: Orange bun, Skin Colour: Caramel, Expression: Stoic",dd30a327-8a74-40a5-8207-19a790508ccc,77f215e981384b4b8b78795e733c8e7394eaa78bfe910e844ed4664f55248e14
412,dada-ganster,dada ganster,"Dada respects no one, always finds pleasure terrorising others.",female,"Hair: Purple dreadlocks, Skin Colour: Brown, Expression: Annoyed",e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,4cc31b3274d7fb4e6c943ce8e5198a48211293fecb59d672d7569bd5ba1a935d
413,idoncare-linda,idoncare linda,"Linda is a beautiful but very annoying girl, she turns every thing to a fight.",female,"Hair: Orange bob, Skin Colour: Caramel, Expression: Mischievous",ed04b47c-ae98-4db2-b71b-04d7bb976d45,d5addf4dd55966032be2ada8d23de15021fc26b55c4134737c2951e29e6b1edc
414,doubting-vivian,doubting vivian,"Vivian just like the thomas in the bible, she doubts all.",female,"Hair: Long red braids, Skin Colour: Caramel, Expression: Pissed",a0282797-44ef-4bfb-a701-e4ed5e727d63,8be85fe91a9cecda4adf6925876eb06a53db3e0011c7ddb4f0cc85e77ebecea5
415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,female,"Hair: Two orange buns, Skin Colour: Brown",1f99104c-e98b-4c9a-9891-00a481e86008,cd4e90698409badbce78643781fc9b335551b7e788be7bf81f7666c403a40fdf
416,bambi-tekno,bambi tekno,Bambi is the dancer of the team.,female,"Hair: Brown low buns, Skin Colour: Blue,  Accessories: Yellow sunglasses",95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,9a373c01d44bdfec509a95ec840a276c91810cfd976d215c9ab54c45e2547ad3
417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,male,"Skin Colour: Blue, Accessories: Purple cap and yellow sunglasses",bd98f74f-e42e-494e-8298-3183555ca666,4755f0efc8e5e2905e73be3b44d2c6ef064f0308dd06bf8bca4e56a7667551f5
418,king-of-boys,king of boys,Busayo finds her way in ruling the boys and that's why she's king of boys.,female,"Hair: Black buns, Skin color: White, Accessories: Cigarette pipe",a650e79c-f964-4eb1-aa89-f9c1dbdede76,2901ffa6bf3d5ec948caa31ba7cf0e55acb3127fc67de14b64d0e106796578e9
419,funky-alte-pop,funky alte pop,"Funke is always the life of every party, strong gen z advocate.",female,"Hair:  Two red buns, Skin color: White, Acessories Yellow sun shades, Expression: Rugged",b6753a8b-6127-4e97-812b-99e465791ba3,ddc37f6b24383adc9dd10d7d310cd07735902f070cbb57b872a3110078bcb0af
420,madame-ngozi,madame ngozi,Ngozi make heads turn with her bright colours.,female,"Hair: Brown afro, Skin  color: White, Accessories: Yellow sunglasses, Expression: Pissed",7ecdbb1d-9a89-4136-b240-499051836979,9ebd00618003d76ef28d49bf06901c470d77ea9cd84c027b4ef07cb98e580910
